Instrument,Sector,Industry,Name,Fwd_PE,Fwd_PEG,Fwd_PB,P_S,Fwd_EV_FCF,EBIT_Margin,Fwd_DPS,Fwd_ROE,CAGR,Fwd_FCF_Conversion,Fwd_Capex_Revenue,ND_EV,Fwd_EV_EBITDA,CET1,RSI,RSI_ORDER,PX_MA200,MA10_MA100,DMI
BAES.L,Industrials,Capital Goods,BAE Systems PLC,23.101206336415,1.6637404434374,4.10715215311349,1.88483617180472,35.3936413188609,9.3189419276,0.3609113,18.58846,0.1274513312464336,0.7304735515014599,0.5071243296658257,15.8870794201,14.0644918743246,,35.17709541508833,,1.1221671853767587,1.0228784623701392,24.51251345601124
SAVE.ST,Financials,Financial Services,Nordnet AB (publ),23.1655551923193,1.89786312782151,8.2655451026493,10.1802526162196,16.2885705171586,54.926960821,8.25097,36.90155,0.12323227315909757,2.8861825212454737,0.07456771385307853,50.0055765475,36.6073767636742,19.7,55.81501871678165,,1.0899818202294191,1.0418272862494062,15.636118038076331
BOL.ST,Materials,Materials,Boliden AB,14.7242942449164,3.85247982653956,1.21340985294188,0.980656194149961,,11.718811304,7.13324,9.17175,0.00815260526739392,-1.1234165983573237,2.9098507582255664,10.0172907354,6.12210447512035,,60.17663480683595,,0.9868973432649571,1.0108647464566518,16.670532384721216
UU.L,Utilities,Utilities,United Utilities Group PLC,11.4316629425946,0.201037281974788,3.52606617661431,3.61255914160452,,29.6336005967,0.5334787,31.2471,0.12023896396703804,-0.32875366000420253,2.341026366888346,57.0000746891,10.9435743784168,,43.59539669508702,,1.0416930016021004,1.019169896509786,13.145678256312943
RXL.PA,Industrials,Capital Goods,Rexel SA,12.0603431602796,0.966427478857213,1.38156884818093,0.403061601054517,25.5994736762218,5.58410379,1.20504,11.5743,0.012681086511093564,0.7307762326817588,0.24981973222629805,34.5790303087,8.02880474540396,,53.22351405878676,,1.0479104167285471,1.0538460923190132,12.466574425119546
PUIGb.MC,Consumer Staples,Household & Personal Products,Puig Brands SA,14.7125417024777,1.23642888944856,2.42155426669648,0.581055884574216,6.61776711272842,15.64552352,0.43175,16.23855,0.11477033189112196,0.8942745353580451,0.34516113018018546,7.7684872717,3.57493921617557,,41.188973915284805,,0.9038301302435796,0.9879037804889234,10.549262089985536
NXT.L,Consumer Discretionary,Consumer Discretionary Distribution & Retail,Next PLC,16.5697375936067,1.41126644376249,6.99179871246041,2.35655784590805,22.6277338120856,20.3984897272,2.6559202,43.73418,0.093520942944183,0.86925829053745,0.21066759299123958,12.5117586459,11.118715025029,,32.612537913534254,,1.0696313044513046,1.0024335051751327,23.11183926148639
LISP.S,Consumer Staples,"Food, Beverage & Tobacco",Chocoladefabriken Lindt & Spruengli AG,37.926707935774,3.18268198492736,5.51006521133579,22.8668015610928,44.5889022000375,16.5694431745,160.0,14.927,0.0579511190684856,0.8862901617993219,0.48848600577698253,2.7446073728,22.4402952921249,,26.804803507964962,,1.005385372381447,0.9835158271949035,42.83674946479185
EMII.MI,Financials,Banks,BPER Banca SpA,8.94608341810783,1.09158329987491,1.1367264501535,3.70552918729725,,44.6425247886,0.74794,13.45414,0.14289071764117933,,,63.4691597771,,15.82,70.52040930884215,,1.2844483955148978,1.0841710237145057,27.073567659470363
ORK.OL,Consumer Staples,"Food, Beverage & Tobacco",Orkla ASA,17.4336422176849,2.91563838472428,2.33459548716383,1.56273407754706,17.3943576769262,11.2757586051,5.51085,16.68638,0.06809862720402382,1.1793438996430436,0.35426443970684274,14.3962923019,13.2884183186958,,60.74540409922703,,1.037136009642562,0.9767562630947477,16.16731619960593
METSO.HE,Industrials,Capital Goods,Metso Oyj,18.0941187992753,0.524605774764634,3.34434538625153,1.90725601855542,21.2633582736778,15.7927205429,0.32225,18.2938,-3.5971783557964265e-05,0.9581602821326819,0.3369235162149105,13.6396113781,11.6141981114585,,51.86009587941077,,1.1342966957181055,1.079591474841004,24.308773323387157
STB.OL,Financials,Insurance,Storebrand ASA,15.1127586903337,,2.00962476640923,4410.00546872667,,-230.2273455011,5.21011,13.62857,nan,,,58.931185975,,,68.46953624085592,,1.1680033217737655,1.0960123515158675,30.64479310847595
AV.L,Financials,Insurance,Aviva PLC,13.1227521215261,0.917626714402596,2.03363272754094,0.916250314149541,,8.5793694186,0.3888237,16.82813,0.3663612297251815,,,,,,64.8433276835887,,1.2061861167242485,1.0796684822809495,25.589050511611354
LEGn.DE,Real Estate,Real Estate Management & Development,LEG Immobilien SE,12.1647381446057,1.02978076392667,0.658153224765342,4.08695785013382,187.600421025254,44.5407810941,2.92167,7.031,-0.03440496190267628,0.16376382629460126,0.7064623709513345,60.6099088791,23.6485261436393,,51.813504006539155,,0.9459631678729887,0.9860455386729616,15.88299850971875
KBCA.BR,Financials,Banks,Kbc Ancora NV,14.6315789473684,,1.51350174216028,14.1573116645026,,97.4000233163,5.26,10.0,-0.2314662014153953,,,3.336595396,,,81.34484135656862,,1.260541979104853,1.0683767816015222,39.22880445515105
NWG.L,Financials,Banks,NatWest Group PLC,9.03704219832442,0.784481501612179,1.16386945673325,1.68582686563786,,67.3140812676,0.2968004,13.57331,0.0646279455518528,,,22.4898712336,,13.6,61.57098276692268,,1.1804497632390873,1.0442309525403035,17.756770354051163
VOLVb.ST,Industrials,Capital Goods,Volvo AB,14.3969795846929,4.55285278107284,2.99725801383923,1.17067908403009,24.6478768798773,13.3348265808,15.65482,20.43213,0.012378600434058695,0.798984514029481,0.5326189970154721,23.9933308985,10.8443505216583,,63.91261384121676,,1.0293846393961321,1.0275747508305648,21.429447794541503
SUBC.OL,Energy,Energy,Subsea 7 SA,14.918750018373,0.133561899200214,1.33634194392807,0.837593054202006,10.4943850507094,6.2849202867,1.1857,8.78643,0.11554985876124224,1.5726886284557413,0.9289224837888724,11.2860474568,4.80461429615975,,55.656431985682346,,1.1194385429921576,1.123582163818743,14.491626134303877
LOGN.S,Information Technology,Technology Hardware & Equipment,Logitech International SA,20.6598877667411,5.14053404399773,6.90817651772638,3.57077384618452,22.5557097455832,14.5880260818,1.44071,31.02122,0.014980972665459946,0.9563988531108728,0.11494609694789237,,20.6285127434141,,65.21465173388265,,1.0633864050056125,1.0806092543538295,24.27039364957716
VIS.MC,Consumer Staples,"Food, Beverage & Tobacco",Viscofan SA,17.1297895605352,2.32781733014249,2.85010174863243,2.26901212579599,19.2394900159124,16.7740869141,2.73988,16.81857,0.01640477916630534,0.9659142846156804,0.4731310800938209,5.2462025886,9.7110426450923,,46.80288393690331,,0.990217196655777,0.9691301402658828,23.308296095788894
STAN.L,Financials,Banks,Standard Chartered PLC,9.12684728954444,0.544052182287092,1.066066219167,1.65911217017723,,56.4052536404,0.45077,10.18409,0.08138766591528013,,,49.9126634171,,14.2,77.27746602626942,,1.2815664429246516,1.152431250519897,42.87034209794576
ALSO.PA,Industrials,Capital Goods,Alstom SA,13.5001604106513,0.368601021677387,0.874937571291402,0.525778056392449,32.7938211950806,3.5750987073,0.0,6.4656,0.04657984575667462,0.4227297047048618,0.7249260409119562,12.1625034427,6.66643417103239,,57.716512038098365,,1.030158147271759,1.0414244967239876,16.775968649987206
DLN.L,Real Estate,Equity Real Estate Investment Trusts (REITs),Derwent London PLC,18.8287571146259,9.28226523654395,0.566762395069953,7.78209796861685,58.0579520463179,56.7713976165,0.8170563,4.81017,-0.03257860425774084,0.4985180676397691,0.78171554059699,40.2636341356,21.7468873942634,,29.7961027384343,,0.9208578652561503,0.9970664642113798,14.732829774105223
TELIA.ST,Communication Services,Telecommunication Services,Telia Company AB,17.2568030185662,4.04391980772634,2.5352422907489,1.59183696166927,21.1451811189171,14.2482076139,2.03929,13.43719,-0.01579833958710186,1.3648624846902397,1.9468008165243949,40.0691563462,6.93307808321427,,46.03565576008382,,1.0208505016222646,0.9859784401191425,18.709596865365572
SOF.BR,Financials,Financial Services,Sofina SA,,,,6.68890325031108,,95.2814224611,3.60057,,,,,,,,57.54948736306953,,1.142828667059791,1.0675121691213931,9.466466115005046
IGG.L,Financials,Financial Services,IG Group Holdings PLC,10.3591585230841,2.10145986650324,2.18932784367546,3.64153558775117,8.42171114834027,43.471878154,0.4830891,20.5128,0.02432995175275443,0.9260375234423566,0.06690226561561326,,5.76642674488986,,58.92646239873456,,1.1145687950327712,1.0457417783076437,26.47600643849581
GALP.LS,Energy,Energy,Galp Energia SGPS SA,13.728366337051,2.16801592706275,2.56093725428526,0.540152808300343,15.9246485618662,12.2646240824,0.63583,17.58527,-0.10704782656956546,1.0189782097555966,1.1433772636360817,16.6593935757,5.08616938568503,,55.071708374485816,,1.0647297805884643,1.0910901127154415,17.17723696302513
HLMA.L,Information Technology,Technology Hardware & Equipment,Halma PLC,32.5908234010915,4.41215784549902,5.866160469954,5.50191046508608,37.1421246068669,19.2562608425,0.255077,18.2607,0.08493533631403949,0.9185754766715296,0.14813270713049528,5.1846030421,22.6412075465634,,57.02845065278062,,1.1478224308888967,1.0947447260017475,29.383900837973542
OMVV.VI,Energy,Energy,OMV AG,9.03117627561465,,0.848087591775455,0.518655833948269,18.3115088506399,14.458079515,4.23597,9.41662,-0.19751388218477273,0.7371721412580916,2.222159767074897,14.3042881502,3.51516434038483,,57.87535603727244,,1.1017198208470969,1.0037510723602427,11.441625756583198
BIRG.I,Financials,Banks,Bank of Ireland Group PLC,9.66683606361354,,1.04562683853695,2.07536094940257,,50.3605592347,0.65024,10.81044,0.1013091973158835,,,,,14.6,64.02187073050972,,1.2300678605663162,1.0542051400963508,14.819568663828665
ACS.MC,Industrials,Capital Goods,ACS Actividades de Construccion y Servicios SA,20.425537424699,1.64535592327403,3.30494364049755,0.364784163042135,19.6591930727581,2.0593628342,2.15055,18.7895,0.11699317308938273,1.2701985781261864,1.1938469411540775,13.5295472167,6.89030620162413,,71.0170023191225,,1.2404497291697945,1.0757662631680693,30.984649455315655
VALMT.HE,Industrials,Capital Goods,Valmet Oyj,16.0723514211886,0.648514928140055,2.21218479923178,1.0935348162157,14.4784000588418,9.5913416682,1.29152,14.69756,0.01449151730378695,1.26082331128224,0.32022822863864003,18.8551968595,9.48116675404006,,63.238913472025764,,1.2008440437368118,1.1048208026719029,32.082974602775806
BESI.AS,Information Technology,Semiconductors & Semiconductor Equipment,BE Semiconductor Industries NV,66.2921654713534,2.00217288394082,22.9021585119532,16.3781319131095,61.0780131160571,32.1974803818,1.65261,32.08665,-0.05801167342138547,1.13086508348458,0.22259974430343588,,47.2303158430377,,53.64867435027488,,1.0701624441731925,1.0897828355790904,11.283854223257558
IMB.L,Consumer Staples,"Food, Beverage & Tobacco",Imperial Brands PLC,9.64161189832124,0.914117949171068,,0.767616316650497,13.2513548859383,10.9345592546,1.6214734,48.014,-0.17262713627049753,1.0272418264828527,0.12825363197726802,29.6698788207,,,69.19242330969762,,,,23.25697616881937
INPST.AS,Industrials,Transportation,InPost SA,18.0620884289746,0.628603090848391,6.76483737893077,2.39889205496947,55.6104671452923,18.9499807689,0.0,45.43891,0.263622326000172,0.40077086128625783,1.3231626691033527,16.4558017773,8.04176259508982,,52.16335032392669,,0.8645836762914431,0.9300982925104283,19.362545118031925
ROO.L,Consumer Discretionary,Consumer Services,Deliveroo PLC,46.2162358246137,0.177846787873568,7.78270784800902,1.27298374490791,21.9202664824925,0.0917032675,0.0,15.63057,0.028171388722996182,1.5615505442339677,0.6070791312856524,,13.6980628649964,,57.33155804573264,,1.178225750180256,1.0843970373269889,69.42510942639002
GFCP.PA,Real Estate,Equity Real Estate Investment Trusts (REITs),Gecina SA,13.237773777827,1.93273587559144,0.599746654529712,9.53748772879948,22.7990096907025,79.228229426,5.63671,5.25667,0.04397881906982115,1.078160851558224,0.5471156592041901,49.330851956,21.8963332764532,,44.073529399092365,,0.960627456149746,0.9710921186004131,22.466201842081492
RACE.MI,Consumer Discretionary,Automobiles & Components,Ferrari NV,42.9542205570498,2.91482755277964,16.0401019415101,10.6015376235201,55.3449026862866,28.1503588317,3.11277,40.53533,0.11552957074483006,0.8597907383470684,0.532809755237418,1.5792293536,27.6933576529185,,34.934152961690515,,0.9119607992969854,1.002460339521977,32.76708983919566
RILBA.CO,Financials,Banks,Ringkjoebing Landbobank A/S,16.3018621365567,2.04928113364217,3.11680199875078,10.6854944256677,,79.8918029542,11.0,19.8,0.12835391949757757,,,4.4183131035,,16.6,68.92027393975258,,1.2008711730754575,1.091567668121082,18.517538539487113
ALCC.S,Health Care,Health Care Equipment & Services,Alcon AG,27.2292004677801,2.66913639334996,1.9165758932919,4.2799184429752,31.5229191509573,13.7624861265,0.30633,6.46614,0.06327434038915003,0.9938831356560367,0.44212187987366774,7.3090786946,16.7547498461525,,43.27639743615702,,0.9046070907077767,0.9578440098117957,20.06484065230897
AFXG.DE,Health Care,Health Care Equipment & Services,Carl Zeiss Meditec AG,23.3805927694178,1.65635136873511,1.7528425151283,1.72006304066385,27.9195191279758,9.4114253383,0.64324,7.187,0.051158215817790564,1.0232595764942438,0.6845453851357003,7.6151041424,11.5320300928724,,28.163753653790508,,0.7693298139445053,0.8604067370833133,31.64099609251728
BKGH.L,Consumer Discretionary,Consumer Durables & Apparel,Berkeley Group Holdings PLC,11.5878817296953,,1.02996986980884,1.4565465089081,16.9378891104101,20.1126080837,1.7554299,9.01492,-0.029431442009417608,0.5904990306433604,0.010933853859515046,,7.34534172783629,,57.87999438704214,,0.9621599801742925,0.9415054227261525,35.07204408773879
BALN.S,Financials,Insurance,Baloise Holding AG,19.1215518513055,0.85570155712825,2.59508697733053,1.34793812970058,19.3671308016878,23.6761188931,9.15826,11.97775,0.13745288144855916,0.9809334678771192,,,,,71.24534093250878,,1.1600319315815626,1.0473629086162706,34.359812263982775
MRCG.DE,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Merck KGaA,12.6806850857531,1.99364692506831,1.47074624438818,2.21292288590414,18.495772976855,20.6229911136,2.2733,12.21225,-0.012413609703779693,0.8286792943971022,0.5861490086037068,10.8743656786,9.11544190253919,,52.6370923077091,,0.8620790038543199,0.9483257098472426,22.61600951449416
SGSN.S,Industrials,Commercial  & Professional Services,SGS SA,21.8758326671996,2.01200476132245,15.083593606467,2.32396669847406,22.834204043815,14.7777450692,3.20327,71.90264,0.017011005324350403,1.1616471653820235,0.37702878246747384,13.4058815571,12.2917567888173,,47.609100943244655,,0.950877480255397,0.9982906600219087,10.626637809877058
TUI1n.DE,Consumer Discretionary,Consumer Services,TUI AG,6.33591653999817,0.332609457358214,2.08643326039387,0.162692566209807,18.4972348108229,3.9383096002,0.0,48.39958,0.1420771144838444,0.6644565385233528,1.3559797937143703,35.2139045555,3.64392787996958,,56.53914355930966,,1.0661674831073096,1.098770006343646,17.3865318364099
PHNX.L,Financials,Insurance,Phoenix Group Holdings PLC,10.96999681918,0.395056260230247,5.42604439704839,0.326847059431199,1.77960769778015,-3.0720338983,0.5551185,30.29913,nan,1.523775450465101,,,2.14606488136422,,66.9795388024203,,1.2096724348322088,1.0637058814079392,26.92968177825114
FBK.MI,Financials,Banks,FinecoBank Banca Fineco SpA,18.8972446400913,6.03334776273452,4.8311884541239,14.7109976820543,11.9167887364649,52.7551747222,0.76825,25.96236,0.10606468205846586,1.6366407739995554,,,12.886111400056,25.91,50.25925142863638,,1.054310745412714,1.0096071437316856,9.585646687451721
BT.L,Communication Services,Telecommunication Services,BT Group PLC,11.6218993854844,,1.48622229832898,1.01919425994526,33.4872658913148,16.3279332351,0.083943,12.39642,-0.010204777492983652,0.7067315415821146,2.9188111621808273,55.4082152731,5.0144915053886,,58.858713703869,,1.2736981632266615,1.1391736700840411,27.206919016878235
ROR.L,Industrials,Capital Goods,Rotork PLC,20.0944863405616,2.4005108380297,4.6811582968404,3.76778499033269,25.1540652866912,23.408728202,0.0833162,22.31486,0.07080176555583684,0.8199807505418658,0.12174705195191492,,13.6108237482438,,70.00579161093745,,1.0842702604626135,1.0398979708379334,15.269810600673363
FRO.OL,Energy,Energy,Frontline Plc,8.67851455945071,0.29148289642174,1.63371102586974,2.16546691941591,10.3105579180574,,2.0608,18.77143,0.10486593481101814,1.4316491951677957,0.20761877302931664,,7.41033277753999,,50.49477401862684,,1.04633538587515,1.0829481490180946,15.040118900756502
TSCO.L,Consumer Staples,Consumer Staples Distribution & Retail,Tesco PLC,15.1439206083182,1.83147653657813,2.51450499692943,0.385205746979876,19.9216228559552,4.3652382859,0.1394933,15.78389,0.03569208899279519,1.0380414217022214,0.7990446924471674,28.4854560649,7.80372082356722,,47.99600252127276,,1.1039366520072367,1.1000832652548231,24.489709536512677
DANSKE.CO,Financials,Banks,Danske Bank A/S,10.0667974731224,1.8567494717767,1.2447386825006,2.82135153951175,,265.2513036239,19.90843,12.414,0.08716965683885114,,,87.0808932594,,17.8,67.34802661568375,,1.1783325941579053,1.0569570543159335,12.67530729044774
PERP.PA,Consumer Staples,"Food, Beverage & Tobacco",Pernod Ricard SA,13.6402580528021,,1.49253036358698,2.16900981680973,30.5439879979505,26.8580789791,4.20289,10.88018,0.008961521448294762,0.6916727451386774,0.3963305290491557,24.9556763767,11.3207167418511,,58.01488846533124,,0.9676635084043872,1.0187745699747475,19.96904369906466
SPMI.MI,Energy,Energy,Saipem SpA,10.6733592196231,0.297921903389166,1.60624826298574,0.293115744620618,6.43031717143722,4.4745343323,0.15335,15.60825,0.15158480775240468,1.7309889579278641,1.126392622289872,5.3031619851,2.95488725916953,,49.82228584523321,,1.0110653783548267,1.057348732065703,11.007325348370031
EQTAB.ST,Financials,Financial Services,EQT AB,27.649335526811,1.04546650783008,4.29853985955166,13.7957185518389,57.1862015730266,45.8983638694,0.39413,16.26246,0.2067144016242235,0.47476241156328813,0.03357017167003429,,22.417179912201,,58.63859942105787,,1.075408116100574,1.1141560762111264,22.415920243460068
MANTA.HE,Financials,Insurance,Mandatum Oyj,17.4481758466744,2.48244987990367,2.14171029668412,6.15064261270588,,42.3854725547,0.74038,10.73333,-0.44932840964529064,,,,14.2656272082235,,64.63576940033926,,1.1740728784732426,1.0469951480968975,39.708560758738315
LPPP.WA,Consumer Discretionary,Consumer Durables & Apparel,LPP SA,15.5026472457309,0.904715789216172,4.81605888407103,1.45233499184339,37.5004615533563,11.8302466079,612.62668,33.55486,0.1822114368113792,0.49281768384933583,1.8061063205267165,19.4903677817,7.12225862717357,,55.85414726404808,,1.018648599123248,1.034356150854094,23.299645638928325
SPIE.PA,Industrials,Commercial  & Professional Services,Spie SA,19.9659755846778,1.35770951184398,3.81857069611686,0.874971206548419,20.2359382131125,5.486389121,1.15387,21.98938,0.09224001439119967,1.1964505613707506,0.3240630902204733,28.2446861407,10.9686960740274,,79.66585066261291,,1.4026228138352326,1.1151074289589937,49.13642102118694
GTT.PA,Energy,Energy,Gaztransport et Technigaz SA,14.385143811504,0.773394463299502,10.1534606952709,8.16075059434356,17.4815929764217,58.1539207203,8.91101,80.058,0.3656318906512799,0.7615234910574563,0.06806651638362222,,10.8570479598211,,44.39052076120302,,1.092633035363058,1.0504791591529703,14.150243423563367
HPOLb.ST,Materials,Materials,Hexpol AB,13.4667460609768,1.31628477728109,1.77433836418829,1.36479184787271,16.8426599371588,15.9025297255,3.73383,13.4,-0.04160191713239092,0.8908953817153629,0.24514608859566447,5.9498341571,8.69410533912271,,36.88001248769424,,0.8628459370657524,0.9711320326678766,25.576421992493884
DGE.L,Consumer Staples,"Food, Beverage & Tobacco",Diageo PLC,16.213851701036,3.38320483747643,5.00891391818766,3.04943038430383,24.5150066873624,29.5623859095,1.0423,31.87464,0.007988409985104195,0.883076335659818,0.3566879805902679,22.2854410727,12.0543821585381,,65.15662432875348,,0.9497642861913392,0.9712209506072712,23.812946388746607
ELE.MC,Utilities,Utilities,Endesa SA,13.3156068883857,1.07936438632501,3.07249850209706,1.24690663175233,54.7394220462095,18.9515182804,1.38189,24.2775,-0.12791805518779997,0.3360307084365701,1.6959235574329625,27.4604557991,6.81709930702824,,46.221526658434605,,1.094702187272115,0.9886965368933012,27.324232809820536
NAFG.DE,Materials,Materials,Aurubis AG,15.1209677419355,,0.822511576088849,0.236284756783688,,3.2967997982,1.40948,6.30333,-0.005881852751557948,-0.9139254743057078,3.020304513392296,0.6567622953,6.84737223649419,,62.77071655877614,,1.170091673500361,1.0989273656219187,25.88399473525744
BALF.L,Industrials,Capital Goods,Balfour Beatty PLC,13.0457358627983,2.78887608196589,2.4190109899672,0.337655947073112,11.8285004967118,1.7002671848,0.1336436,17.6075,0.08646431051142578,0.9100462123295692,0.2535781973833394,,6.40116296572566,,78.30775985513088,,1.2105441912510768,1.1022337488496612,23.989278495276277
SFSN.S,Industrials,Capital Goods,SFS Group AG,16.6891976092488,1.86690733461707,2.44353087902444,1.3622918804409,21.1578271722335,11.4908778991,2.58754,15.072,0.035637346304329354,0.8615821257255704,0.5847984837957018,6.4000695667,9.4007196989654,,47.38209283774672,,0.9204555737980427,0.9699392996390546,7.488496581179454
HLN.L,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Haleon PLC,19.2266190578957,2.19972221148489,1.90871174887283,2.81908826643141,24.6060373352275,22.6564586486,0.069681,9.90755,0.006088079266437951,0.9857822828698152,0.2072633902706576,18.8152092343,14.2027084509454,,41.945233814674566,,0.9319737892216575,0.9372899222859593,33.121199969044625
PRTP.PA,Consumer Discretionary,Consumer Durables & Apparel,Kering SA,36.8628359993011,,1.74539795646743,1.66852552127133,20.1241449700888,14.475979993,3.24475,4.9836,-0.09784060248632509,2.898315068910252,1.3852515037354645,34.6405201728,11.7159709645058,,57.974448807281455,,0.9990536267262181,1.1217283546693952,27.326810195708333
SBMO.AS,Energy,Energy,SBM Offshore NV,7.95594880803543,,1.65834398283899,0.823499291898811,14.4472502194276,19.6906354515,0.92767,20.97,0.005402195981083713,1.9157627707687115,0.9015612525822204,60.6013255916,9.67196700268734,,44.73472418706814,,1.139090746699873,1.0884660956043744,21.418689073533994
TRELb.ST,Industrials,Capital Goods,Trelleborg AB,19.3260042123346,1.2700615443625,1.99687684782241,2.03402161480862,22.574306142409,16.072578285,7.69981,9.79563,0.04806616906571315,0.8648616056932575,0.40998800425016296,6.64639367,10.5821787657989,,47.228870501566796,,0.9468873026870545,1.0063611433094908,10.708257257218865
BYG.L,Real Estate,Equity Real Estate Investment Trusts (REITs),Big Yellow Group PLC,15.67750934571,3.84492836501717,0.659550878829062,8.89071024249982,38.9611729791344,63.8905596714,0.4799974,6.31838,0.010041793707882718,0.4469211082151241,0.45622299230634966,17.9675848815,16.3799562859112,,41.23694898144653,,0.9299432551072953,0.9698289301378121,9.010067479812303
TE.PA,Energy,Energy,Technip Energies NV,16.6879824319712,0.782404597712063,3.00425689431797,0.99425965203011,8.01733750315112,6.8478471178,0.8899,19.12982,0.058654662218339704,1.2432393648598548,0.18794957818815378,,6.63872661547191,,79.96334272367751,,1.3887591883563013,1.1376168641695945,37.71190693324162
RKT.L,Consumer Staples,Household & Personal Products,Reckitt Benckiser Group PLC,15.632624598876,3.58748367135037,5.58507018884212,2.6434982550869,22.3757137157432,24.4265650363,1.9756332,37.14891,-0.006921755272911501,0.8509701604209893,0.21153609896378156,19.2149174133,11.6934384497876,,58.3746337203533,,1.0821279068035217,1.064562025286481,31.634780007052935
SAMPO.HE,Financials,Insurance,Sampo Oyj,19.0189178154103,1.26688284709548,3.5931531002057,2.57746489015867,,16.1590863554,0.36253,19.10314,0.007250680095733264,,11.809607692025395,9.0987491773,15.7956393464927,,60.22808601776274,,1.1241569692282898,1.0413390126692879,25.822017172927378
VZN.S,Financials,Financial Services,VZ Holding AG,29.1350012808471,2.52759017495645,5.79995920310056,12.2315607966288,,45.5487622356,2.89522,20.869,0.10941779212063851,,,,18.726847558899,,43.621543283089736,,1.0638297872340425,1.0213342762847715,14.992237486986607
DNP.WA,Consumer Staples,Consumer Staples Distribution & Retail,Dino Polska SA,25.6949247795262,0.962713736363161,5.29541275821402,1.55617265811354,55.3455452281906,6.5543336511,0.0,22.45564,0.20199436626823286,0.47453346377330696,1.008048869569838,0.5038499279,16.8054642265689,,35.655797647276216,,1.0164542154788323,0.9718232826800344,16.731086285847113
AZN.L,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",AstraZeneca PLC,16.3431581767461,1.37998676296784,5.03706640537977,4.07350531798054,24.7704296650314,23.4553289072,3.22497,30.682,0.09391211911048725,0.73456422643419,0.2317707286430857,10.8172932905,12.2017327381229,,57.09322096195182,,,,22.70454646582519
KYGa.I,Consumer Staples,"Food, Beverage & Tobacco",Kerry Group PLC,16.2600627056826,1.34089206863503,1.98064258631012,1.99004167686354,21.4110094470702,12.9208699543,1.37089,11.28808,-0.07635883002672605,0.8786476171991489,0.3742937941367293,10.4229001192,12.1873146744071,,19.669086506308787,,0.851666327001255,0.9212217434036439,57.082063568245886
CCH.L,Consumer Staples,"Food, Beverage & Tobacco",Coca Cola HBC AG,17.0181866123028,1.01846029518952,4.44259510418,1.45224554721871,29.8352334506018,11.1024324927,1.31261,27.2935,0.08067605173498915,0.6373180355909578,0.7832600686028992,11.2686062603,10.1974094275392,,47.39093866806522,,1.1439986011208816,1.0276063163083895,17.69677486215519
RWEG.DE,Utilities,Utilities,RWE AG,16.6638542018225,,0.799403292102413,1.10218219674683,,17.784015852,1.1944,4.81773,-0.1565217883155936,-1.3823690136226283,4.769004198449554,14.1301137098,8.37376968987048,,43.80901713356527,,1.1031484141465122,1.0565432436602455,18.29297785503406
AMA.MC,Consumer Discretionary,Consumer Services,Amadeus IT Group SA,22.4082159221623,1.7821827411134,5.73981979635523,5.0037334325495,25.1287055618298,27.3474770829,1.4994,26.00721,0.13537011748527128,0.9589537749840124,0.5984909175385469,6.9207084773,13.5250742270314,,43.50731475510772,,0.9975732771626363,0.9992432008087583,19.76316479210968
ORAN.PA,Communication Services,Telecommunication Services,Orange SA,18.3780554328909,0.597837109128617,1.16955294148764,0.934593059439093,21.2838727529274,15.1887729757,0.76207,6.65386,0.010836438001062154,1.885025832038825,3.668290201694475,51.5907269395,5.7384361060747,,69.45385120028665,,1.2174783260795514,1.0523257174504863,22.89410448780169
WIHL.ST,Real Estate,Real Estate Management & Development,Wihlborgs Fastigheter AB,15.6116628774281,0.367051959826066,1.2042335856255,7.08805922224316,,69.5256348826,3.35157,8.825,0.09412365228328468,-1.720942026557869,2.2694501500262,48.0637013616,20.7709826256404,,39.51186704377657,,0.9394288566123314,1.0021157028180343,28.687022392629903
FLS.CO,Industrials,Capital Goods,FLSmidth & Co A/S,16.6345048893129,0.553763374579701,1.77226652375188,1.10148627783035,81.9972480381986,9.9024124437,8.66396,10.41625,-0.06234733764575229,0.22338594342678303,0.39358434851307306,5.6919054407,9.12237760510084,,48.36210890915494,,1.057810035407406,1.0850173049011946,19.482457473212108
VWS.CO,Industrials,Capital Goods,Vestas Wind Systems A/S,20.982218448451,0.390737022798641,3.84641303169643,0.873026535687187,21.6521135607049,4.3307314253,0.18336,18.22211,0.0972524349364916,0.9536495549430641,1.5186224057179416,,7.37414542340443,,52.73661488282936,,1.120657272936007,1.1298521301285585,27.440013238320606
NKT.CO,Industrials,Capital Goods,Nkt A/S,19.1963739357553,,2.26261291290918,1.16435842995321,,7.4415744157,0.0,10.774,0.14560162416670575,-2.964311587812813,4.110002850933211,,8.80102943788212,,47.923056176704144,,1.0378969837481447,1.078839125542333,22.49692472351893
LHAG.DE,Industrials,Transportation,Deutsche Lufthansa AG,7.36421710640554,0.935832016143098,0.772102364407786,0.249955625042945,24.2931082507366,3.560309731,0.2738,9.99592,0.08874525888381402,0.4905047228260226,2.3906896094930605,43.5256908196,3.5092648304681,,69.52747973448821,,1.20061073250661,1.0963819725699562,19.57961635311985
